Number,Season,Terrain,Species
S1964,Summer,Mountain,Rhinolophus pearsonii
S1965,Summer,Mountain,Rhinolophus pearsonii
S1966,Summer,Mountain,Rhinolophus pearsonii
S1967,Summer,Mountain,Rhinolophus pearsonii
S1968,Summer,Mountain,Rhinolophus pearsonii
S1969,Summer,Mountain,Rhinolophus pearsonii
S1970,Summer,Mountain,Rhinolophus pearsonii
S1971,Summer,Mountain,Rhinolophus pearsonii
S1972,Summer,Hill,Rhinolophus pearsonii
S1973,Summer,Hill,Rhinolophus pearsonii
S1974,Summer,Hill,Rhinolophus pearsonii
S1975,Summer,Hill,Rhinolophus pearsonii
S1976,Summer,Mountain,Rhinolophus sinicus
S1977,Summer,Mountain,Rhinolophus sinicus
S1978,Summer,Mountain,Rhinolophus sinicus
S1979,Summer,Mountain,Rhinolophus sinicus
S1980,Summer,Mountain,Rhinolophus sinicus
S1981,Summer,Mountain,Rhinolophus sinicus
S1982,Summer,Mountain,Rhinolophus sinicus
S1983,Summer,Mountain,Rhinolophus sinicus
S1984,Summer,Mountain,Rhinolophus sinicus
S1985,Summer,Mountain,Rhinolophus sinicus
S1986,Summer,Mountain,Rhinolophus sinicus
S1987,Summer,Mountain,Rhinolophus sinicus
S1988,Summer,Mountain,Rhinolophus sinicus
S1989,Summer,Mountain,Rhinolophus sinicus
S1990,Summer,Mountain,Rhinolophus sinicus
S1991,Summer,Mountain,Rhinolophus sinicus
S1992,Summer,Mountain,Rhinolophus sinicus
S1993,Summer,Mountain,Rhinolophus sinicus
S1994,Summer,Mountain,Rhinolophus sinicus
S1995,Summer,Mountain,Rhinolophus sinicus
S1996,Summer,Mountain,Rhinolophus sinicus
S1997,Summer,Mountain,Rhinolophus sinicus
S1998,Summer,Mountain,Rhinolophus sinicus
S1999,Summer,Mountain,Rhinolophus sinicus
S2000,Summer,Mountain,Rhinolophus sinicus
S2001,Summer,Mountain,Rhinolophus sinicus
S2002,Summer,Mountain,Rhinolophus sinicus
S2003,Summer,Mountain,Rhinolophus sinicus
S2004,Summer,Mountain,Rhinolophus sinicus
S2005,Summer,Mountain,Rhinolophus sinicus
S2006,Summer,Mountain,Rhinolophus sinicus
S2007,Summer,Mountain,Rhinolophus sinicus
S2008,Summer,Mountain,Rhinolophus sinicus
S2009,Summer,Mountain,Rhinolophus sinicus
S2010,Summer,Mountain,Rhinolophus sinicus
S2011,Summer,Mountain,Rhinolophus sinicus
S2012,Autumn,Mountain,Rhinolophus pusillus
S2013,Autumn,Mountain,Rhinolophus pusillus
S2014,Autumn,Mountain,Rhinolophus pusillus
S2015,Autumn,Mountain,Rhinolophus pusillus
S2016,Autumn,Mountain,Rhinolophus pusillus
S2017,Autumn,Mountain,Rhinolophus pusillus
S2018,Autumn,Mountain,Rhinolophus pusillus
S2019,Autumn,Mountain,Rhinolophus pusillus
S2020,Autumn,Mountain,Rhinolophus pusillus
S2021,Autumn,Mountain,Rhinolophus pusillus
S2022,Autumn,Mountain,Rhinolophus pusillus
S2023,Autumn,Mountain,Rhinolophus pusillus
S2024,Autumn,Mountain,Rhinolophus pusillus
S2025,Autumn,Mountain,Rhinolophus pusillus
S2026,Autumn,Mountain,Rhinolophus pusillus
S2027,Autumn,Mountain,Rhinolophus pusillus
S2028,Autumn,Mountain,Rhinolophus pusillus
S2029,Autumn,Mountain,Rhinolophus pusillus
S2030,Autumn,Mountain,Rhinolophus pusillus
S2031,Autumn,Mountain,Rhinolophus pusillus
S2032,Autumn,Mountain,Rhinolophus pusillus
S2033,Autumn,Mountain,Rhinolophus pusillus
S2034,Autumn,Mountain,Rhinolophus pusillus
S2035,Autumn,Mountain,Rhinolophus pusillus
S2036,Autumn,Mountain,Rhinolophus pusillus
S2037,Autumn,Mountain,Rhinolophus pusillus
S2038,Autumn,Mountain,Rhinolophus pusillus
S2039,Autumn,Mountain,Rhinolophus pusillus
S2040,Autumn,Mountain,Rhinolophus pusillus
S2041,Autumn,Mountain,Rhinolophus pusillus
S2042,Autumn,Mountain,Rhinolophus pusillus
S2043,Autumn,Mountain,Rhinolophus pusillus
S2044,Autumn,Mountain,Rhinolophus pusillus
S2045,Autumn,Mountain,Rhinolophus pusillus
S2046,Autumn,Mountain,Rhinolophus pusillus
S2047,Autumn,Mountain,Rhinolophus pusillus
S2048,Autumn,Mountain,Rhinolophus pusillus
S2049,Autumn,Mountain,Rhinolophus pusillus
S2050,Autumn,Mountain,Rhinolophus pusillus
S2051,Autumn,Mountain,Rhinolophus pusillus
S2052,Autumn,Mountain,Rhinolophus pusillus
S2053,Autumn,Mountain,Rhinolophus pusillus
S2054,Autumn,Mountain,Rhinolophus pusillus
S2055,Autumn,Mountain,Rhinolophus pusillus
S2056,Autumn,Mountain,Rhinolophus pusillus
S2057,Autumn,Mountain,Rhinolophus pusillus
S2058,Autumn,Mountain,Rhinolophus pusillus
S2059,Autumn,Mountain,Rhinolophus pusillus
S2060,Autumn,Mountain,Rhinolophus pusillus
S2061,Autumn,Mountain,Rhinolophus pusillus
S2062,Autumn,Mountain,Rhinolophus pusillus
S2063,Autumn,Mountain,Rhinolophus pusillus
S2064,Autumn,Mountain,Rhinolophus pusillus
S2065,Autumn,Mountain,Rhinolophus pusillus
S2066,Autumn,Mountain,Rhinolophus pusillus
S2067,Autumn,Mountain,Rhinolophus pusillus
S2068,Autumn,Mountain,Rhinolophus pusillus
S2069,Autumn,Mountain,Rhinolophus pusillus
S2070,Autumn,Mountain,Rhinolophus pusillus
S2071,Autumn,Mountain,Rhinolophus pusillus
S2072,Autumn,Mountain,Rhinolophus pusillus
S2073,Autumn,Mountain,Rhinolophus pusillus
S2074,Autumn,Mountain,Rhinolophus pusillus
S2075,Autumn,Mountain,Rhinolophus pusillus
S2076,Autumn,Mountain,Rhinolophus pusillus
S2077,Autumn,Mountain,Rhinolophus pusillus
S2078,Autumn,Mountain,Rhinolophus pusillus
S2079,Autumn,Mountain,Rhinolophus pusillus
S2080,Autumn,Mountain,Rhinolophus pusillus
S2081,Autumn,Mountain,Rhinolophus pusillus
S2082,Autumn,Mountain,Rhinolophus pusillus
S2083,Autumn,Mountain,Rhinolophus pusillus
S2084,Autumn,Mountain,Rhinolophus pusillus
S2085,Autumn,Mountain,Rhinolophus pusillus
S2086,Autumn,Mountain,Rhinolophus pusillus
S2087,Autumn,Mountain,Rhinolophus pusillus
S2088,Autumn,Mountain,Rhinolophus pusillus
S2089,Autumn,Mountain,Rhinolophus pusillus
S2090,Autumn,Mountain,Rhinolophus pusillus
S2091,Autumn,Mountain,Rhinolophus pusillus
S2092,Autumn,Mountain,Rhinolophus pusillus
S2093,Autumn,Mountain,Rhinolophus pusillus
S2094,Autumn,Mountain,Rhinolophus pusillus
S2095,Autumn,Mountain,Rhinolophus pusillus
S2096,Autumn,Mountain,Rhinolophus pusillus
S2097,Autumn,Mountain,Rhinolophus pusillus
S2098,Autumn,Mountain,Rhinolophus pusillus
S2099,Autumn,Mountain,Rhinolophus pusillus
S2100,Autumn,Mountain,Rhinolophus pusillus
S2101,Autumn,Mountain,Rhinolophus pusillus
S2102,Autumn,Mountain,Rhinolophus pusillus
S2103,Autumn,Mountain,Rhinolophus pusillus
S2104,Autumn,Mountain,Rhinolophus pusillus
S2105,Autumn,Mountain,Rhinolophus pusillus
S2106,Autumn,Mountain,Rhinolophus pusillus
S2107,Autumn,Mountain,Rhinolophus pusillus
S2108,Autumn,Mountain,Rhinolophus pusillus
S2109,Autumn,Mountain,Rhinolophus pusillus
S2110,Autumn,Mountain,Rhinolophus pusillus
S2111,Autumn,Mountain,Rhinolophus pusillus
S2112,Autumn,Mountain,Rhinolophus pusillus
S2113,Autumn,Mountain,Rhinolophus pusillus
S2114,Autumn,Mountain,Rhinolophus pusillus
S2115,Autumn,Mountain,Rhinolophus pusillus
S2116,Autumn,Mountain,Rhinolophus pusillus
S2117,Autumn,Mountain,Rhinolophus pusillus
S2118,Autumn,Mountain,Rhinolophus pusillus
S2119,Autumn,Mountain,Rhinolophus pusillus
S2120,Autumn,Mountain,Rhinolophus pusillus
S2121,Autumn,Mountain,Rhinolophus pusillus
S2122,Autumn,Mountain,Rhinolophus pusillus
S2123,Autumn,Mountain,Rhinolophus pusillus
S2124,Autumn,Mountain,Rhinolophus pusillus
S2125,Autumn,Mountain,Rhinolophus pusillus
S2126,Autumn,Mountain,Rhinolophus pusillus
S2127,Autumn,Mountain,Rhinolophus pusillus
S2128,Autumn,Mountain,Rhinolophus pusillus
S2129,Autumn,Mountain,Rhinolophus pusillus
S2130,Autumn,Mountain,Rhinolophus pusillus
S2131,Autumn,Mountain,Rhinolophus pusillus
S2132,Autumn,Mountain,Rhinolophus pusillus
S2133,Autumn,Mountain,Rhinolophus pusillus
S2134,Autumn,Mountain,Rhinolophus pusillus
S2135,Autumn,Mountain,Rhinolophus pusillus
S2136,Autumn,Mountain,Rhinolophus pusillus
S2137,Autumn,Mountain,Rhinolophus pusillus
S2138,Autumn,Mountain,Rhinolophus pusillus
S2139,Autumn,Mountain,Rhinolophus pusillus
S2140,Autumn,Mountain,Rhinolophus pusillus
S2141,Autumn,Mountain,Rhinolophus pusillus
S2142,Autumn,Mountain,Rhinolophus pusillus
S2143,Autumn,Mountain,Rhinolophus pusillus
S2144,Autumn,Mountain,Rhinolophus pusillus
S2145,Autumn,Mountain,Rhinolophus pusillus
S2146,Autumn,Mountain,Rhinolophus pusillus
S2147,Autumn,Mountain,Rhinolophus pusillus
S2148,Autumn,Mountain,Rhinolophus pusillus
S2149,Autumn,Mountain,Rhinolophus pusillus
S2150,Autumn,Mountain,Rhinolophus pusillus
S2151,Autumn,Mountain,Rhinolophus pusillus
S2152,Autumn,Mountain,Rhinolophus pusillus
S2153,Autumn,Mountain,Rhinolophus pusillus
S2154,Autumn,Mountain,Rhinolophus pusillus
S2155,Autumn,Mountain,Rhinolophus pusillus
S2156,Autumn,Mountain,Rhinolophus pusillus
S2157,Autumn,Mountain,Rhinolophus pusillus
S2158,Autumn,Mountain,Rhinolophus pusillus
S2159,Autumn,Mountain,Rhinolophus pusillus
S2160,Autumn,Mountain,Rhinolophus pusillus
S2161,Autumn,Mountain,Rhinolophus pusillus
S2162,Autumn,Plain,Rhinolophus pusillus
S2163,Autumn,Plain,Rhinolophus pusillus
S2164,Autumn,Plain,Rhinolophus pusillus
S2165,Autumn,Plain,Rhinolophus pusillus
S2166,Autumn,Plain,Rhinolophus pusillus
S2167,Autumn,Mountain,Rhinolophus pusillus
S2168,Autumn,Mountain,Rhinolophus pusillus
S2169,Autumn,Mountain,Rhinolophus pusillus
S2170,Autumn,Mountain,Rhinolophus pusillus
S2171,Autumn,Mountain,Rhinolophus pusillus
S2172,Autumn,Mountain,Rhinolophus pusillus
S2173,Autumn,Mountain,Rhinolophus pusillus
S2174,Autumn,Mountain,Rhinolophus pusillus
S2175,Autumn,Mountain,Rhinolophus pusillus
S2176,Autumn,Mountain,Rhinolophus pusillus
S2177,Autumn,Mountain,Rhinolophus pusillus
S2178,Autumn,Mountain,Rhinolophus pusillus
S2179,Autumn,Mountain,Rhinolophus pusillus
S2180,Autumn,Mountain,Rhinolophus pusillus
S2181,Autumn,Mountain,Rhinolophus pusillus
S2182,Autumn,Mountain,Rhinolophus pusillus
S2183,Autumn,Mountain,Rhinolophus pusillus
S2184,Autumn,Mountain,Rhinolophus pusillus
S2185,Autumn,Mountain,Rhinolophus pusillus
S2186,Autumn,Mountain,Rhinolophus pusillus
S2187,Autumn,Mountain,Rhinolophus pusillus
S2188,Autumn,Mountain,Rhinolophus pusillus
S2189,Autumn,Mountain,Rhinolophus pusillus
S2190,Autumn,Mountain,Rhinolophus pusillus
S2191,Autumn,Mountain,Rhinolophus pusillus
S2192,Autumn,Mountain,Rhinolophus pusillus
S2193,Autumn,Mountain,Rhinolophus pusillus
S2194,Autumn,Mountain,Rhinolophus pusillus
S2195,Autumn,Mountain,Rhinolophus pusillus
S2196,Autumn,Mountain,Rhinolophus pusillus
S2197,Autumn,Mountain,Rhinolophus pusillus
S2198,Autumn,Mountain,Rhinolophus pusillus
S2199,Autumn,Mountain,Rhinolophus pusillus
S2200,Autumn,Mountain,Rhinolophus pusillus
S2201,Autumn,Mountain,Rhinolophus pusillus
S2202,Autumn,Mountain,Rhinolophus pusillus
S2203,Autumn,Mountain,Rhinolophus pusillus
S2204,Autumn,Mountain,Rhinolophus pusillus
S2205,Autumn,Mountain,Rhinolophus pusillus
S2206,Autumn,Mountain,Rhinolophus pusillus
S2207,Autumn,Mountain,Rhinolophus pusillus
S2208,Autumn,Mountain,Rhinolophus pusillus
S2209,Autumn,Mountain,Rhinolophus pusillus
S2210,Autumn,Mountain,Rhinolophus pusillus
S2211,Autumn,Mountain,Rhinolophus pusillus
S2212,Autumn,Mountain,Rhinolophus pusillus
S2213,Autumn,Mountain,Rhinolophus pusillus
S2214,Autumn,Mountain,Rhinolophus pusillus
S2215,Autumn,Mountain,Rhinolophus pusillus
S2216,Autumn,Mountain,Rhinolophus pusillus
S2217,Autumn,Mountain,Rhinolophus pusillus
S2218,Autumn,Mountain,Rhinolophus pusillus
S2219,Autumn,Mountain,Rhinolophus pusillus
S2220,Autumn,Mountain,Rhinolophus pusillus
S2221,Autumn,Mountain,Rhinolophus pusillus
S2222,Autumn,Mountain,Rhinolophus pusillus
S2223,Autumn,Mountain,Rhinolophus pusillus
S2224,Autumn,Mountain,Myotis formosus
S2225,Autumn,Mountain,Myotis formosus
S2226,Autumn,Mountain,Myotis formosus
S2227,Autumn,Mountain,Myotis formosus
S2228,Autumn,Mountain,Myotis formosus
S2229,Autumn,Mountain,Myotis formosus
S2230,Autumn,Mountain,Myotis formosus
S2231,Autumn,Mountain,Myotis formosus
S2232,Autumn,Mountain,Rhinolophus ferrumequinum
S2233,Autumn,Mountain,Rhinolophus ferrumequinum
S2234,Autumn,Mountain,Rhinolophus ferrumequinum
S2235,Autumn,Mountain,Rhinolophus ferrumequinum
S2236,Autumn,Mountain,Rhinolophus ferrumequinum
S2237,Autumn,Mountain,Rhinolophus ferrumequinum
S2238,Autumn,Mountain,Rhinolophus ferrumequinum
S2239,Autumn,Mountain,Rhinolophus ferrumequinum
S2240,Autumn,Mountain,Rhinolophus ferrumequinum
S2241,Autumn,Mountain,Rhinolophus ferrumequinum
S2242,Autumn,Mountain,Rhinolophus ferrumequinum
S2243,Autumn,Mountain,Rhinolophus ferrumequinum
S2244,Autumn,Mountain,Rhinolophus ferrumequinum
S2245,Autumn,Mountain,Rhinolophus ferrumequinum
S2246,Autumn,Mountain,Rhinolophus ferrumequinum
S2247,Autumn,Mountain,Rhinolophus ferrumequinum
S2248,Autumn,Mountain,Rhinolophus ferrumequinum
S2249,Autumn,Mountain,Rhinolophus ferrumequinum
S2250,Autumn,Mountain,Rhinolophus ferrumequinum
S2251,Autumn,Mountain,Rhinolophus ferrumequinum
S2252,Autumn,Mountain,Rhinolophus ferrumequinum
S2253,Autumn,Mountain,Rhinolophus ferrumequinum
S2254,Autumn,Mountain,Rhinolophus ferrumequinum
S2255,Autumn,Mountain,Rhinolophus ferrumequinum
S2256,Autumn,Mountain,Rhinolophus ferrumequinum
S2257,Autumn,Mountain,Rhinolophus ferrumequinum
S2258,Autumn,Mountain,Rhinolophus ferrumequinum
S2259,Autumn,Mountain,Rhinolophus ferrumequinum
S2260,Autumn,Mountain,Rhinolophus ferrumequinum
S2261,Autumn,Mountain,Rhinolophus ferrumequinum
S2262,Autumn,Mountain,Rhinolophus ferrumequinum
S2263,Autumn,Mountain,Rhinolophus ferrumequinum
S2264,Autumn,Mountain,Rhinolophus ferrumequinum
S2265,Autumn,Mountain,Rhinolophus ferrumequinum
S2266,Autumn,Mountain,Rhinolophus ferrumequinum
S2267,Autumn,Mountain,Rhinolophus ferrumequinum
S2268,Autumn,Mountain,Rhinolophus ferrumequinum
S2269,Autumn,Mountain,Rhinolophus ferrumequinum
S2270,Autumn,Mountain,Rhinolophus ferrumequinum
S2271,Autumn,Mountain,Rhinolophus ferrumequinum
S2272,Autumn,Mountain,Rhinolophus ferrumequinum
S2273,Autumn,Mountain,Rhinolophus ferrumequinum
S2274,Autumn,Mountain,Rhinolophus ferrumequinum
S2275,Autumn,Mountain,Rhinolophus ferrumequinum
S2276,Autumn,Mountain,Rhinolophus ferrumequinum
S2277,Autumn,Mountain,Rhinolophus ferrumequinum
S2278,Autumn,Mountain,Rhinolophus ferrumequinum
S2279,Autumn,Mountain,Rhinolophus ferrumequinum
S2280,Autumn,Mountain,Rhinolophus ferrumequinum
S2281,Autumn,Mountain,Rhinolophus ferrumequinum
S2282,Autumn,Plain,Rhinolophus ferrumequinum
S2283,Autumn,Plain,Rhinolophus ferrumequinum
S2284,Autumn,Mountain,Rhinolophus ferrumequinum
S2285,Autumn,Mountain,Rhinolophus ferrumequinum
S2286,Autumn,Mountain,Rhinolophus ferrumequinum
S2287,Autumn,Mountain,Rhinolophus ferrumequinum
S2288,Autumn,Mountain,Rhinolophus ferrumequinum
S2289,Autumn,Mountain,Rhinolophus ferrumequinum
S2290,Autumn,Mountain,Rhinolophus ferrumequinum
S2291,Autumn,Mountain,Rhinolophus ferrumequinum
S2292,Autumn,Mountain,Rhinolophus ferrumequinum
S2293,Autumn,Mountain,Rhinolophus ferrumequinum
S2294,Autumn,Mountain,Rhinolophus ferrumequinum
S2295,Autumn,Mountain,Rhinolophus ferrumequinum
S2296,Autumn,Mountain,Rhinolophus ferrumequinum
S2297,Autumn,Mountain,Rhinolophus ferrumequinum
S2298,Autumn,Mountain,Rhinolophus ferrumequinum
S2299,Autumn,Mountain,Rhinolophus ferrumequinum
S2300,Autumn,Mountain,Rhinolophus ferrumequinum
S2301,Autumn,Mountain,Rhinolophus ferrumequinum
S2302,Autumn,Mountain,Rhinolophus ferrumequinum
S2303,Autumn,Mountain,Rhinolophus ferrumequinum
S2304,Autumn,Mountain,Rhinolophus ferrumequinum
S2305,Autumn,Mountain,Rhinolophus ferrumequinum
S2306,Autumn,Mountain,Rhinolophus ferrumequinum
S2307,Autumn,Mountain,Rhinolophus ferrumequinum
S2308,Autumn,Mountain,Rhinolophus ferrumequinum
S2309,Autumn,Mountain,Rhinolophus ferrumequinum
S2310,Autumn,Mountain,Rhinolophus ferrumequinum
S2311,Autumn,Mountain,Rhinolophus ferrumequinum
S2312,Autumn,Mountain,Rhinolophus ferrumequinum
S2313,Autumn,Mountain,Rhinolophus ferrumequinum
S2314,Autumn,Mountain,Rhinolophus ferrumequinum
S2315,Autumn,Mountain,Rhinolophus ferrumequinum
S2316,Autumn,Mountain,Rhinolophus ferrumequinum
S2317,Autumn,Mountain,Rhinolophus ferrumequinum
S2318,Autumn,Mountain,Rhinolophus ferrumequinum
S2319,Autumn,Mountain,Rhinolophus ferrumequinum
S2320,Autumn,Mountain,Rhinolophus ferrumequinum
S2321,Autumn,Mountain,Rhinolophus ferrumequinum
S2322,Autumn,Mountain,Rhinolophus ferrumequinum
S2323,Autumn,Mountain,Rhinolophus ferrumequinum
S2324,Autumn,Mountain,Rhinolophus ferrumequinum
S2325,Autumn,Mountain,Rhinolophus ferrumequinum
S2326,Autumn,Mountain,Rhinolophus ferrumequinum
S2327,Autumn,Mountain,Rhinolophus ferrumequinum
S2328,Autumn,Mountain,Rhinolophus ferrumequinum
S2329,Autumn,Mountain,Rhinolophus ferrumequinum
S2330,Autumn,Mountain,Rhinolophus ferrumequinum
S2331,Autumn,Mountain,Rhinolophus ferrumequinum
S2332,Autumn,Mountain,Rhinolophus ferrumequinum
S2333,Autumn,Mountain,Rhinolophus ferrumequinum
S2334,Autumn,Mountain,Rhinolophus ferrumequinum
S2335,Autumn,Mountain,Rhinolophus ferrumequinum
S2336,Autumn,Mountain,Rhinolophus ferrumequinum
S2337,Autumn,Mountain,Rhinolophus ferrumequinum
S2338,Autumn,Mountain,Rhinolophus ferrumequinum
S2339,Autumn,Mountain,Rhinolophus ferrumequinum
S2340,Autumn,Mountain,Rhinolophus ferrumequinum
S2341,Autumn,Mountain,Rhinolophus ferrumequinum
S2342,Autumn,Mountain,Rhinolophus ferrumequinum
S2343,Autumn,Mountain,Rhinolophus ferrumequinum
S2344,Autumn,Mountain,Rhinolophus ferrumequinum
S2345,Autumn,Mountain,Rhinolophus ferrumequinum
S2346,Autumn,Mountain,Rhinolophus ferrumequinum
S2347,Autumn,Mountain,Rhinolophus ferrumequinum
S2348,Autumn,Mountain,Rhinolophus ferrumequinum
S2349,Autumn,Mountain,Rhinolophus ferrumequinum
S2350,Autumn,Mountain,Rhinolophus ferrumequinum
S2351,Autumn,Mountain,Rhinolophus ferrumequinum
S2352,Autumn,Mountain,Rhinolophus ferrumequinum
S2353,Autumn,Mountain,Rhinolophus ferrumequinum
S2354,Autumn,Mountain,Rhinolophus ferrumequinum
S2355,Autumn,Mountain,Rhinolophus ferrumequinum
S2356,Autumn,Mountain,Rhinolophus ferrumequinum
S2357,Autumn,Mountain,Rhinolophus ferrumequinum
S2358,Autumn,Mountain,Rhinolophus ferrumequinum
S2359,Autumn,Mountain,Rhinolophus ferrumequinum
S2360,Autumn,Mountain,Rhinolophus ferrumequinum
S2361,Autumn,Mountain,Rhinolophus ferrumequinum
S2362,Autumn,Mountain,Rhinolophus ferrumequinum
S2363,Autumn,Mountain,Miniopterus schreibersii
S2364,Spring,Plain,Pipistrellus abramus
S2365,Spring,Plain,Pipistrellus abramus
S2366,Spring,Plain,Pipistrellus abramus
S2367,Spring,Plain,Pipistrellus abramus
S2368,Winter,Plain,Myotis laniger
S2369,Winter,Plain,Myotis laniger
S2370,Winter,Plain,Myotis laniger
S2371,Winter,Plain,Myotis laniger
S2372,Winter,Plain,Myotis laniger
S2373,Winter,Plain,Myotis laniger
S2374,Winter,Plain,Myotis laniger
S2375,Winter,Plain,Myotis laniger
S2376,Winter,Plain,Myotis laniger
S2377,Winter,Plain,Myotis laniger
S2378,Winter,Plain,Myotis laniger
S2379,Winter,Plain,Myotis laniger
S2380,Winter,Plain,Myotis laniger
S2381,Winter,Plain,Myotis laniger
S2382,Winter,Plain,Myotis laniger
S2383,Winter,Plain,Myotis laniger
S2384,Winter,Plain,Myotis laniger
S2385,Winter,Plain,Myotis laniger
S2386,Winter,Plain,Myotis laniger
S2387,Winter,Plain,Myotis laniger
S2388,Winter,Plain,Myotis laniger
S2389,Winter,Plain,Myotis laniger
S2390,Spring,Plain,Rhinolophus marshalli
S2391,Spring,Plain,Rhinolophus marshalli
S2392,Spring,Plain,Rhinolophus marshalli
S2393,Summer,Plain,Tylonycteris fulvida
S2394,Spring,Mountain,Pipistrellus abramus
S2395,Spring,Plain,Pipistrellus abramus
S2396,Spring,Mountain,Myotis fimbriatus
S2397,Autumn,Hill,Pipistrellus abramus
S2398,Autumn,Hill,Pipistrellus abramus
S2399,Autumn,Hill,Pipistrellus abramus
S2400,Autumn,Hill,Pipistrellus abramus
S2401,Autumn,Hill,Myotis horsfieldii
S2402,Autumn,Hill,Myotis horsfieldii
S2403,Summer,Plain,Pipistrellus abramus
S2404,Summer,Plain,Pipistrellus abramus
S2405,Summer,Plain,Pipistrellus abramus
S2406,Summer,Plain,Pipistrellus abramus
S2407,Summer,Plain,Pipistrellus abramus
S2408,Summer,Plain,Pipistrellus abramus
S2409,Summer,Plain,Pipistrellus abramus
S2410,Summer,Mountain,Pipistrellus abramus
S2411,Summer,Plain,Myotis horsfieldii
S2412,Summer,Plain,Myotis horsfieldii
S2413,Summer,Plain,Myotis horsfieldii
S2414,Summer,Plain,Myotis horsfieldii
S2415,Summer,Plain,Myotis horsfieldii
S2416,Summer,Plain,Myotis horsfieldii
S2417,Summer,Plain,Myotis horsfieldii
S2418,Summer,Plain,Myotis horsfieldii
S2419,Summer,Plain,Myotis horsfieldii
S2420,Summer,Plain,Myotis horsfieldii
S2421,Summer,Plain,Myotis horsfieldii
S2422,Summer,Mountain,Myotis horsfieldii
S2423,Summer,Mountain,Myotis horsfieldii
S2424,Summer,Mountain,Nyctalus plancyi
S2425,Summer,Mountain,Pipistrellus abramus
S2426,Summer,Mountain,Pipistrellus abramus
S2427,Summer,Mountain,Pipistrellus abramus
S2428,Summer,Mountain,Pipistrellus abramus
S2429,Summer,Mountain,Pipistrellus abramus
S2430,Summer,Mountain,Pipistrellus abramus
S2431,Summer,Mountain,Pipistrellus abramus
S2432,Summer,Mountain,Pipistrellus abramus
S2433,Summer,Plain,Pipistrellus abramus
S2434,Summer,Plain,Pipistrellus abramus
S2435,Summer,Plain,Pipistrellus abramus
S2436,Summer,Plain,Pipistrellus abramus
S2437,Summer,Plain,Pipistrellus abramus
S2438,Summer,Plain,Pipistrellus abramus
S2439,Summer,Plain,Pipistrellus abramus
S2440,Summer,Plain,Pipistrellus abramus
S2441,Summer,Plain,Hypsugo pulveratus
S2442,Summer,Plain,Hypsugo pulveratus
S2443,Summer,Plain,Hypsugo pulveratus
S2444,Summer,Mountain,Myotis horsfieldii
S2445,Summer,Mountain,Myotis horsfieldii
S2446,Summer,Mountain,Myotis horsfieldii
S2447,Summer,Mountain,Myotis horsfieldii
S2448,Summer,Mountain,Myotis horsfieldii
S2449,Summer,Mountain,Myotis horsfieldii
S2450,Summer,Plain,Myotis horsfieldii
S2451,Summer,Plain,Myotis horsfieldii
S2452,Summer,Plain,Myotis horsfieldii
S2453,Summer,Plain,Myotis horsfieldii
S2454,Summer,Plain,Myotis horsfieldii
S2455,Summer,Plain,Myotis horsfieldii
