SampleGroup1,SampleGroup2,Distance_km
IPB24E-183,IPB24G-213,471.667
IPB24E-183,IPB24G-214,470.744
IPB24E-183,IPB24G-215,545.066
IPB24E-183,IPB24G-216,651.408
IPB24E-183,IPB24G-217,655.890
IPB24E-183,IPB24G-218,733.470
IPB24E-183,IPB24G-219,545.066
IPB24E-183,IPB24G-220,633.314
IPB24E-183,IPB24G-221,545.066
IPB24E-183,IPB24G-222,663.117
IPB24E-183,IPB24G-223,625.403
IPB24E-183,IPB24G-224,545.066
IPB24E-183,IPB24G-225,405.274
IPB24E-183,IPB24G-227,633.314
IPB24E-183,IPB24G-228,470.744
IPB24E-183,IPB24G-229,758.578
IPB24E-183,IPB24G-230,633.314
IPB24E-183,IPB24G-231,625.403
IPB24E-183,IPB24G-232,545.066
IPB24E-183,IPB24G-233,545.066
IPB24E-183,IPB24G-234,545.066
IPB24E-183,IPB24G-235,405.274
IPB24E-183,IPB24G-236,405.274
IPB24E-183,IPB24G-237,405.274
IPB24E-183,IPB24G-238,482.474
IPB24E-183,IPB24G-239,470.744
IPB24E-183,IPB24G-240,572.206
IPB24E-183,IPB24G-241,652.063
IPB24E-183,IPB24H-133,1393.188
IPB24E-183,IPB4B-78,101.743
IPB24E-183,IPB4B-79,101.743
IPB24E-183,IPB4B-80,101.743
IPB24E-183,IPB6D-12,703.279
IPB24E-183,IPB6D-3,874.573
IPB24E-183,IPB6D-5,890.721
IPB24E-183,IPB6D-6,874.573
IPB24E-183,IPB6D-7,874.573
IPB24E-188,IPB24E-189,222.746
IPB24E-188,IPB24E-191,721.531
IPB24E-188,IPB24E-192,325.054
IPB24E-188,IPB24E-193,152.317
IPB24E-188,IPB24E-194,93.009
IPB24E-188,IPB24E-195,478.436
IPB24E-188,IPB24E-196,325.054
IPB24E-188,IPB24E-197,325.054
IPB24E-188,IPB24E-198,299.881
IPB24E-188,IPB24E-199,308.041
IPB24E-188,IPB24E-200,310.737
IPB24E-188,IPB24G-202,115.367
IPB24E-188,IPB24G-203,115.367
IPB24E-188,IPB24G-204,115.367
IPB24E-188,IPB24G-206,416.004
IPB24E-188,IPB24G-207,764.483
IPB24E-188,IPB24G-209,794.051
IPB24E-188,IPB24G-210,786.635
IPB24E-188,IPB24G-211,763.485
IPB24E-188,IPB24G-212,506.377
IPB24E-188,IPB24G-213,545.289
IPB24E-188,IPB24G-214,528.162
IPB24E-188,IPB24G-215,696.833
IPB24E-188,IPB24G-216,685.581
IPB24E-188,IPB24G-217,692.200
IPB24E-188,IPB24G-218,860.978
IPB24E-188,IPB24G-219,696.833
IPB24E-188,IPB24G-220,763.485
IPB24E-188,IPB24G-221,696.833
IPB24E-188,IPB24G-222,794.051
IPB24E-188,IPB24G-223,764.483
IPB24E-188,IPB24G-224,696.833
IPB24E-188,IPB24G-225,506.377
IPB24E-188,IPB24G-227,763.485
IPB24E-188,IPB24G-228,528.162
IPB24E-188,IPB24G-229,884.215
IPB24E-188,IPB24G-230,763.485
IPB24E-188,IPB24G-231,764.483
IPB24E-188,IPB24G-232,696.833
IPB24E-188,IPB24G-233,696.833
IPB24E-188,IPB24G-234,696.833
IPB24E-188,IPB24G-235,506.377
IPB24E-188,IPB24G-236,506.377
IPB24E-188,IPB24G-237,506.377
IPB24E-188,IPB24G-238,556.141
IPB24E-188,IPB24G-239,528.162
IPB24E-188,IPB24G-240,599.208
IPB24E-188,IPB24G-241,689.619
IPB24E-188,IPB24H-133,1472.778
IPB24E-188,IPB4B-78,310.737
IPB24E-188,IPB4B-79,310.737
IPB24E-188,IPB4B-80,310.737
IPB24E-188,IPB6D-12,895.242
IPB24E-188,IPB6D-3,1080.093
IPB24E-188,IPB6D-5,1094.324
IPB24E-188,IPB6D-6,1080.093
IPB24E-188,IPB6D-7,1080.093
IPB24E-189,IPB24E-191,509.217
IPB24E-189,IPB24E-192,143.519
IPB24E-189,IPB24E-193,94.879
IPB24E-189,IPB24E-194,131.605
IPB24E-189,IPB24E-195,256.931
IPB24E-189,IPB24E-196,143.519
IPB24E-189,IPB24E-197,143.519
IPB24E-189,IPB24E-198,104.199
IPB24E-189,IPB24E-199,128.160
IPB24E-189,IPB24E-200,132.332
IPB24E-189,IPB24G-202,200.350
IPB24E-189,IPB24G-203,200.350
IPB24E-189,IPB24G-204,200.350
IPB24E-189,IPB24G-206,233.331
IPB24E-189,IPB24G-207,590.572
IPB24E-189,IPB24G-209,627.141
IPB24E-189,IPB24G-210,621.813
IPB24E-189,IPB24G-211,597.103
IPB24E-189,IPB24G-212,364.387
IPB24E-189,IPB24G-213,429.392
IPB24E-189,IPB24G-214,427.907
IPB24E-189,IPB24G-215,512.192
IPB24E-189,IPB24G-216,608.388
IPB24E-189,IPB24G-217,612.899
IPB24E-189,IPB24G-218,697.237
IPB24E-189,IPB24G-219,512.192
IPB24E-189,IPB24G-220,597.103
IPB24E-189,IPB24G-221,512.192
IPB24E-189,IPB24G-222,627.141
IPB24E-189,IPB24G-223,590.572
IPB24E-189,IPB24G-224,512.192
IPB24E-189,IPB24G-225,364.387
IPB24E-189,IPB24G-227,597.103
IPB24E-189,IPB24G-228,427.907
IPB24E-189,IPB24G-229,722.157
IPB24E-189,IPB24G-230,597.103
IPB24E-189,IPB24G-231,590.572
IPB24E-189,IPB24G-232,512.192
IPB24E-189,IPB24G-233,512.192
IPB24E-189,IPB24G-234,512.192
IPB24E-189,IPB24G-235,364.387
IPB24E-189,IPB24G-236,364.387
IPB24E-189,IPB24G-237,364.387
IPB24E-189,IPB24G-238,440.240
IPB24E-189,IPB24G-239,427.907
IPB24E-189,IPB24G-240,529.135
IPB24E-189,IPB24G-241,609.086
IPB24E-189,IPB24H-133,1352.879
IPB24E-189,IPB4B-78,132.332
IPB24E-189,IPB4B-79,132.332
IPB24E-189,IPB4B-80,132.332
IPB24E-189,IPB6D-12,682.377
IPB24E-189,IPB6D-3,860.226
IPB24E-189,IPB6D-5,875.353
IPB24E-189,IPB6D-6,860.226
IPB24E-189,IPB6D-7,860.226
IPB24E-191,IPB24E-192,497.923
IPB24E-191,IPB24E-193,569.998
IPB24E-191,IPB24E-194,629.087
IPB24E-191,IPB24E-195,264.833
IPB24E-191,IPB24E-196,497.923
IPB24E-191,IPB24E-197,497.923
IPB24E-191,IPB24E-198,486.581
IPB24E-191,IPB24E-199,504.584
IPB24E-191,IPB24E-200,505.901
IPB24E-191,IPB24G-202,651.631
IPB24E-191,IPB24G-203,651.631
IPB24E-191,IPB24G-204,651.631
IPB24E-191,IPB24G-206,479.855
IPB24E-191,IPB24G-207,241.134
IPB24E-191,IPB24G-209,286.410
IPB24E-191,IPB24G-210,291.683
IPB24E-191,IPB24G-211,274.173
IPB24E-191,IPB24G-212,339.537
IPB24E-191,IPB24G-213,399.898
IPB24E-191,IPB24G-214,437.559
IPB24E-191,IPB24G-215,171.776
IPB24E-191,IPB24G-216,550.058
IPB24E-191,IPB24G-217,547.051
IPB24E-191,IPB24G-218,339.536
IPB24E-191,IPB24G-219,171.776
IPB24E-191,IPB24G-220,274.173
IPB24E-191,IPB24G-221,171.776
IPB24E-191,IPB24G-222,286.410
IPB24E-191,IPB24G-223,241.134
IPB24E-191,IPB24G-224,171.776
IPB24E-191,IPB24G-225,339.537
IPB24E-191,IPB24G-227,274.173
IPB24E-191,IPB24G-228,437.559
IPB24E-191,IPB24G-229,362.170
IPB24E-191,IPB24G-230,274.173
IPB24E-191,IPB24G-231,241.134
IPB24E-191,IPB24G-232,171.776
IPB24E-191,IPB24G-233,171.776
IPB24E-191,IPB24G-234,171.776
IPB24E-191,IPB24G-235,339.537
IPB24E-191,IPB24G-236,339.537
IPB24E-191,IPB24G-237,339.537
IPB24E-191,IPB24G-238,400.604
IPB24E-191,IPB24G-239,437.559
IPB24E-191,IPB24G-240,532.590
IPB24E-191,IPB24G-241,542.122
IPB24E-191,IPB24H-133,1017.689
IPB24E-191,IPB4B-52,1343.965
IPB24E-191,IPB4B-65,507.685
IPB24E-191,IPB4B-66,651.281
IPB24E-191,IPB4B-78,505.901
IPB24E-191,IPB4B-79,505.901
IPB24E-191,IPB4B-80,505.901
IPB24E-191,IPB6D-12,173.733
IPB24E-191,IPB6D-3,372.087
IPB24E-191,IPB6D-5,381.554
IPB24E-191,IPB6D-6,372.087
IPB24E-191,IPB6D-7,372.087
IPB24E-192,IPB24E-193,233.716
IPB24E-192,IPB24E-194,249.279
IPB24E-192,IPB24E-195,234.426
IPB24E-192,IPB24E-196,0.000
IPB24E-192,IPB24E-197,0.000
IPB24E-192,IPB24E-198,41.166
IPB24E-192,IPB24E-199,17.252
IPB24E-192,IPB24E-200,14.327
IPB24E-192,IPB24G-202,335.786
IPB24E-192,IPB24G-203,335.786
IPB24E-192,IPB24G-204,335.786
IPB24E-192,IPB24G-206,93.303
IPB24E-192,IPB24G-207,634.453
IPB24E-192,IPB24G-209,676.576
IPB24E-192,IPB24G-210,673.521
IPB24E-192,IPB24G-211,648.411
IPB24E-192,IPB24G-212,452.049
IPB24E-192,IPB24G-213,528.268
IPB24E-192,IPB24G-214,535.063
IPB24E-192,IPB24G-215,547.911
IPB24E-192,IPB24G-216,717.969
IPB24E-192,IPB24G-217,721.398
IPB24E-192,IPB24G-218,747.003
IPB24E-192,IPB24G-219,547.911
IPB24E-192,IPB24G-220,648.411
IPB24E-192,IPB24G-221,547.911
IPB24E-192,IPB24G-222,676.576
IPB24E-192,IPB24G-223,634.453
IPB24E-192,IPB24G-224,547.911
IPB24E-192,IPB24G-225,452.049
IPB24E-192,IPB24G-227,648.411
IPB24E-192,IPB24G-228,535.063
IPB24E-192,IPB24G-229,772.656
IPB24E-192,IPB24G-230,648.411
IPB24E-192,IPB24G-231,634.453
IPB24E-192,IPB24G-232,547.911
IPB24E-192,IPB24G-233,547.911
IPB24E-192,IPB24G-234,547.911
IPB24E-192,IPB24G-235,452.049
IPB24E-192,IPB24G-236,452.049
IPB24E-192,IPB24G-237,452.049
IPB24E-192,IPB24G-238,538.395
IPB24E-192,IPB24G-239,535.063
IPB24E-192,IPB24G-240,644.512
IPB24E-192,IPB24G-241,717.158
IPB24E-192,IPB24H-133,1424.948
IPB24E-192,IPB4B-78,14.327
IPB24E-192,IPB4B-79,14.327
IPB24E-192,IPB4B-80,14.327
IPB24E-192,IPB6D-12,662.426
IPB24E-192,IPB6D-3,814.035
IPB24E-192,IPB6D-5,832.574
IPB24E-192,IPB6D-6,814.035
IPB24E-192,IPB6D-7,814.035
IPB24E-193,IPB24E-194,63.600
IPB24E-193,IPB24E-195,334.089
IPB24E-193,IPB24E-196,233.716
IPB24E-193,IPB24E-197,233.716
IPB24E-193,IPB24E-198,196.759
IPB24E-193,IPB24E-199,217.208
IPB24E-193,IPB24E-200,221.121
IPB24E-193,IPB24G-202,105.581
IPB24E-193,IPB24G-203,105.581
IPB24E-193,IPB24G-204,105.581
IPB24E-193,IPB24G-206,325.804
IPB24E-193,IPB24G-207,617.206
IPB24E-193,IPB24G-209,648.959
IPB24E-193,IPB24G-210,642.164
IPB24E-193,IPB24G-211,618.406
IPB24E-193,IPB24G-212,366.908
IPB24E-193,IPB24G-213,417.181
IPB24E-193,IPB24G-214,406.974
IPB24E-193,IPB24G-215,546.714
IPB24E-193,IPB24G-216,578.960
IPB24E-193,IPB24G-217,584.534
IPB24E-193,IPB24G-218,717.200
IPB24E-193,IPB24G-219,546.714
IPB24E-193,IPB24G-220,618.406
IPB24E-193,IPB24G-221,546.714
IPB24E-193,IPB24G-222,648.959
IPB24E-193,IPB24G-223,617.206
IPB24E-193,IPB24G-224,546.714
IPB24E-193,IPB24G-225,366.908
IPB24E-193,IPB24G-227,618.406
IPB24E-193,IPB24G-228,406.974
IPB24E-193,IPB24G-229,741.097
IPB24E-193,IPB24G-230,618.406
IPB24E-193,IPB24G-231,617.206
IPB24E-193,IPB24G-232,546.714
IPB24E-193,IPB24G-233,546.714
IPB24E-193,IPB24G-234,546.714
IPB24E-193,IPB24G-235,366.908
IPB24E-193,IPB24G-236,366.908
IPB24E-193,IPB24G-237,366.908
IPB24E-193,IPB24G-238,428.240
IPB24E-193,IPB24G-239,406.974
IPB24E-193,IPB24G-240,495.125
IPB24E-193,IPB24G-241,581.262
IPB24E-193,IPB24H-133,1348.961
IPB24E-193,IPB4B-78,221.121
IPB24E-193,IPB4B-79,221.121
IPB24E-193,IPB4B-80,221.121
IPB24E-193,IPB6D-12,743.617
IPB24E-193,IPB6D-3,931.415
IPB24E-193,IPB6D-5,944.924
IPB24E-193,IPB6D-6,931.415
IPB24E-193,IPB6D-7,931.415
IPB24E-194,IPB24E-195,385.763
IPB24E-194,IPB24E-196,249.279
IPB24E-194,IPB24E-197,249.279
IPB24E-194,IPB24E-198,218.569
IPB24E-194,IPB24E-199,232.034
IPB24E-194,IPB24E-200,235.338
IPB24E-194,IPB24G-202,98.056
IPB24E-194,IPB24G-203,98.056
IPB24E-194,IPB24G-204,98.056
IPB24E-194,IPB24G-206,342.438
IPB24E-194,IPB24G-207,680.805
IPB24E-194,IPB24G-209,712.460
IPB24E-194,IPB24G-210,705.609
IPB24E-194,IPB24G-211,681.901
IPB24E-194,IPB24G-212,429.363
IPB24E-194,IPB24G-213,476.848
IPB24E-194,IPB24G-214,464.519
IPB24E-194,IPB24G-215,610.070
IPB24E-194,IPB24G-216,632.452
IPB24E-194,IPB24G-217,638.388
IPB24E-194,IPB24G-218,780.589
IPB24E-194,IPB24G-219,610.070
IPB24E-194,IPB24G-220,681.901
IPB24E-194,IPB24G-221,610.070
IPB24E-194,IPB24G-222,712.460
IPB24E-194,IPB24G-223,680.805
IPB24E-194,IPB24G-224,610.070
IPB24E-194,IPB24G-225,429.363
IPB24E-194,IPB24G-227,681.901
IPB24E-194,IPB24G-228,464.519
IPB24E-194,IPB24G-229,804.415
IPB24E-194,IPB24G-230,681.901
IPB24E-194,IPB24G-231,680.805
IPB24E-194,IPB24G-232,610.070
IPB24E-194,IPB24G-233,610.070
IPB24E-194,IPB24G-234,610.070
IPB24E-194,IPB24G-235,429.363
IPB24E-194,IPB24G-236,429.363
IPB24E-194,IPB24G-237,429.363
IPB24E-194,IPB24G-238,487.881
IPB24E-194,IPB24G-239,464.519
IPB24E-194,IPB24G-240,547.431
IPB24E-194,IPB24G-241,635.332
IPB24E-194,IPB24H-133,1408.472
IPB24E-194,IPB4B-78,235.338
IPB24E-194,IPB4B-79,235.338
IPB24E-194,IPB4B-80,235.338
IPB24E-194,IPB6D-12,802.819
IPB24E-194,IPB6D-3,987.089
IPB24E-194,IPB6D-5,1001.321
IPB24E-194,IPB6D-6,987.089
IPB24E-194,IPB6D-7,987.089
IPB24E-195,IPB24E-196,234.426
IPB24E-195,IPB24E-197,234.426
IPB24E-195,IPB24E-198,221.787
IPB24E-195,IPB24E-199,240.134
IPB24E-195,IPB24E-200,241.633
IPB24E-195,IPB24G-202,431.002
IPB24E-195,IPB24G-203,431.002
IPB24E-195,IPB24G-204,431.002
IPB24E-195,IPB24G-206,233.555
IPB24E-195,IPB24G-207,414.052
IPB24E-195,IPB24G-209,458.996
IPB24E-195,IPB24G-210,457.802
IPB24E-195,IPB24G-211,433.188
IPB24E-195,IPB24G-212,300.409
IPB24E-195,IPB24G-213,384.709
IPB24E-195,IPB24G-214,406.833
IPB24E-195,IPB24G-215,324.862
IPB24E-195,IPB24G-216,578.156
IPB24E-195,IPB24G-217,579.161
IPB24E-195,IPB24G-218,527.928
IPB24E-195,IPB24G-219,324.862
IPB24E-195,IPB24G-220,433.188
IPB24E-195,IPB24G-221,324.862
IPB24E-195,IPB24G-222,458.996
IPB24E-195,IPB24G-223,414.052
IPB24E-195,IPB24G-224,324.862
IPB24E-195,IPB24G-225,300.409
IPB24E-195,IPB24G-227,433.188
IPB24E-195,IPB24G-228,406.833
IPB24E-195,IPB24G-229,553.577
IPB24E-195,IPB24G-230,433.188
IPB24E-195,IPB24G-231,414.052
IPB24E-195,IPB24G-232,324.862
IPB24E-195,IPB24G-233,324.862
IPB24E-195,IPB24G-234,324.862
IPB24E-195,IPB24G-235,300.409
IPB24E-195,IPB24G-236,300.409
IPB24E-195,IPB24G-237,300.409
IPB24E-195,IPB24G-238,392.238
IPB24E-195,IPB24G-239,406.833
IPB24E-195,IPB24G-240,522.813
IPB24E-195,IPB24G-241,574.325
IPB24E-195,IPB24H-133,1215.435
IPB24E-195,IPB4B-78,241.633
IPB24E-195,IPB4B-79,241.633
IPB24E-195,IPB4B-80,241.633
IPB24E-195,IPB6D-12,433.517
IPB24E-195,IPB6D-3,603.533
IPB24E-195,IPB6D-5,619.119
IPB24E-195,IPB6D-6,603.533
IPB24E-195,IPB6D-7,603.533
IPB24E-196,IPB24E-197,0.000
IPB24E-196,IPB24E-198,41.166
IPB24E-196,IPB24E-199,17.252
IPB24E-196,IPB24E-200,14.327
IPB24E-196,IPB24G-202,335.786
IPB24E-196,IPB24G-203,335.786
IPB24E-196,IPB24G-204,335.786
IPB24E-196,IPB24G-206,93.303
IPB24E-196,IPB24G-207,634.453
IPB24E-196,IPB24G-209,676.576
IPB24E-196,IPB24G-210,673.521
IPB24E-196,IPB24G-211,648.411
IPB24E-196,IPB24G-212,452.049
IPB24E-196,IPB24G-213,528.268
IPB24E-196,IPB24G-214,535.063
IPB24E-196,IPB24G-215,547.911
IPB24E-196,IPB24G-216,717.969
IPB24E-196,IPB24G-217,721.398
IPB24E-196,IPB24G-218,747.003
IPB24E-196,IPB24G-219,547.911
IPB24E-196,IPB24G-220,648.411
IPB24E-196,IPB24G-221,547.911
IPB24E-196,IPB24G-222,676.576
IPB24E-196,IPB24G-223,634.453
IPB24E-196,IPB24G-224,547.911
IPB24E-196,IPB24G-225,452.049
IPB24E-196,IPB24G-227,648.411
IPB24E-196,IPB24G-228,535.063
IPB24E-196,IPB24G-229,772.656
IPB24E-196,IPB24G-230,648.411
IPB24E-196,IPB24G-231,634.453
IPB24E-196,IPB24G-232,547.911
IPB24E-196,IPB24G-233,547.911
IPB24E-196,IPB24G-234,547.911
IPB24E-196,IPB24G-235,452.049
IPB24E-196,IPB24G-236,452.049
IPB24E-196,IPB24G-237,452.049
IPB24E-196,IPB24G-238,538.395
IPB24E-196,IPB24G-239,535.063
IPB24E-196,IPB24G-240,644.512
IPB24E-196,IPB24G-241,717.158
IPB24E-196,IPB24H-133,1424.948
IPB24E-196,IPB4B-78,14.327
IPB24E-196,IPB4B-79,14.327
IPB24E-196,IPB4B-80,14.327
IPB24E-196,IPB6D-12,662.426
IPB24E-196,IPB6D-3,814.035
IPB24E-196,IPB6D-5,832.574
IPB24E-196,IPB6D-6,814.035
IPB24E-196,IPB6D-7,814.035
IPB24E-197,IPB24E-198,41.166
IPB24E-197,IPB24E-199,17.252
IPB24E-197,IPB24E-200,14.327
IPB24E-197,IPB24G-202,335.786
IPB24E-197,IPB24G-203,335.786
IPB24E-197,IPB24G-204,335.786
IPB24E-197,IPB24G-206,93.303
IPB24E-197,IPB24G-207,634.453
IPB24E-197,IPB24G-209,676.576
IPB24E-197,IPB24G-210,673.521
IPB24E-197,IPB24G-211,648.411
IPB24E-197,IPB24G-212,452.049
IPB24E-197,IPB24G-213,528.268
IPB24E-197,IPB24G-214,535.063
IPB24E-197,IPB24G-215,547.911
IPB24E-197,IPB24G-216,717.969
IPB24E-197,IPB24G-217,721.398
IPB24E-197,IPB24G-218,747.003
IPB24E-197,IPB24G-219,547.911
IPB24E-197,IPB24G-220,648.411
IPB24E-197,IPB24G-221,547.911
IPB24E-197,IPB24G-222,676.576
IPB24E-197,IPB24G-223,634.453
IPB24E-197,IPB24G-224,547.911
IPB24E-197,IPB24G-225,452.049
IPB24E-197,IPB24G-227,648.411
IPB24E-197,IPB24G-228,535.063
IPB24E-197,IPB24G-229,772.656
IPB24E-197,IPB24G-230,648.411
IPB24E-197,IPB24G-231,634.453
IPB24E-197,IPB24G-232,547.911
IPB24E-197,IPB24G-233,547.911
IPB24E-197,IPB24G-234,547.911
IPB24E-197,IPB24G-235,452.049
IPB24E-197,IPB24G-236,452.049
IPB24E-197,IPB24G-237,452.049
IPB24E-197,IPB24G-238,538.395
IPB24E-197,IPB24G-239,535.063
IPB24E-197,IPB24G-240,644.512
IPB24E-197,IPB24G-241,717.158
IPB24E-197,IPB24H-133,1424.948
IPB24E-197,IPB4B-78,14.327
IPB24E-197,IPB4B-79,14.327
IPB24E-197,IPB4B-80,14.327
IPB24E-197,IPB6D-12,662.426
IPB24E-197,IPB6D-3,814.035
IPB24E-197,IPB6D-5,832.574
IPB24E-197,IPB6D-6,814.035
IPB24E-197,IPB6D-7,814.035
IPB24E-198,IPB24E-199,30.091
IPB24E-198,IPB24E-200,34.126
IPB24E-198,IPB24G-202,300.579
IPB24E-198,IPB24G-203,300.579
IPB24E-198,IPB24G-204,300.579
IPB24E-198,IPB24G-206,129.271
IPB24E-198,IPB24G-207,609.575
IPB24E-198,IPB24G-209,650.564
IPB24E-198,IPB24G-210,646.969
IPB24E-198,IPB24G-211,621.851
IPB24E-198,IPB24G-212,416.966
IPB24E-198,IPB24G-213,491.574
IPB24E-198,IPB24G-214,497.050
IPB24E-198,IPB24G-215,524.527
IPB24E-198,IPB24G-216,679.915
IPB24E-198,IPB24G-217,683.524
IPB24E-198,IPB24G-218,721.160
IPB24E-198,IPB24G-219,524.527
IPB24E-198,IPB24G-220,621.851
IPB24E-198,IPB24G-221,524.527
IPB24E-198,IPB24G-222,650.564
IPB24E-198,IPB24G-223,609.575
IPB24E-198,IPB24G-224,524.527
IPB24E-198,IPB24G-225,416.966
IPB24E-198,IPB24G-227,621.851
IPB24E-198,IPB24G-228,497.050
IPB24E-198,IPB24G-229,746.718
IPB24E-198,IPB24G-230,621.851
IPB24E-198,IPB24G-231,609.575
IPB24E-198,IPB24G-232,524.527
IPB24E-198,IPB24G-233,524.527
IPB24E-198,IPB24G-234,524.527
IPB24E-198,IPB24G-235,416.966
IPB24E-198,IPB24G-236,416.966
IPB24E-198,IPB24G-237,416.966
IPB24E-198,IPB24G-238,501.856
IPB24E-198,IPB24G-239,497.050
IPB24E-198,IPB24G-240,605.477
IPB24E-198,IPB24G-241,679.348
IPB24E-198,IPB24H-133,1395.006
IPB24E-198,IPB4B-78,34.126
IPB24E-198,IPB4B-79,34.126
IPB24E-198,IPB4B-80,34.126
IPB24E-198,IPB6D-12,654.607
IPB24E-198,IPB6D-3,814.699
IPB24E-198,IPB6D-5,832.231
IPB24E-198,IPB6D-6,814.699
IPB24E-198,IPB6D-7,814.699
IPB24E-199,IPB24E-200,4.270
IPB24E-199,IPB24G-202,318.852
IPB24E-199,IPB24G-203,318.852
IPB24E-199,IPB24G-204,318.852
IPB24E-199,IPB24G-206,110.492
IPB24E-199,IPB24G-207,635.111
IPB24E-199,IPB24G-209,676.655
IPB24E-199,IPB24G-210,673.310
IPB24E-199,IPB24G-211,648.189
IPB24E-199,IPB24G-212,446.510
IPB24E-199,IPB24G-213,521.490
IPB24E-199,IPB24G-214,527.127
IPB24E-199,IPB24G-215,549.288
IPB24E-199,IPB24G-216,709.997
IPB24E-199,IPB24G-217,713.596
IPB24E-199,IPB24G-218,747.189
IPB24E-199,IPB24G-219,549.288
IPB24E-199,IPB24G-220,648.189
IPB24E-199,IPB24G-221,549.288
IPB24E-199,IPB24G-222,676.655
IPB24E-199,IPB24G-223,635.111
IPB24E-199,IPB24G-224,549.288
IPB24E-199,IPB24G-225,446.510
IPB24E-199,IPB24G-227,648.189
IPB24E-199,IPB24G-228,527.127
IPB24E-199,IPB24G-229,772.798
IPB24E-199,IPB24G-230,648.189
IPB24E-199,IPB24G-231,635.111
IPB24E-199,IPB24G-232,549.288
IPB24E-199,IPB24G-233,549.288
IPB24E-199,IPB24G-234,549.288
IPB24E-199,IPB24G-235,446.510
IPB24E-199,IPB24G-236,446.510
IPB24E-199,IPB24G-237,446.510
IPB24E-199,IPB24G-238,531.746
IPB24E-199,IPB24G-239,527.127
IPB24E-199,IPB24G-240,635.539
IPB24E-199,IPB24G-241,709.416
IPB24E-199,IPB24H-133,1422.904
IPB24E-199,IPB4B-78,4.270
IPB24E-199,IPB4B-79,4.270
IPB24E-199,IPB4B-80,4.270
IPB24E-199,IPB6D-12,670.536
IPB24E-199,IPB6D-3,825.130
IPB24E-199,IPB6D-5,843.350
IPB24E-199,IPB6D-6,825.130
IPB24E-199,IPB6D-7,825.130
IPB24E-200,IPB24G-202,322.556
IPB24E-200,IPB24G-203,322.556
IPB24E-200,IPB24G-204,322.556
IPB24E-200,IPB24G-206,107.106
IPB24E-200,IPB24G-207,637.771
IPB24E-200,IPB24G-209,679.428
IPB24E-200,IPB24G-210,676.137
IPB24E-200,IPB24G-211,651.016
IPB24E-200,IPB24G-212,450.177
IPB24E-200,IPB24G-213,525.319
IPB24E-200,IPB24G-214,531.086
IPB24E-200,IPB24G-215,551.801
IPB24E-200,IPB24G-216,713.965
IPB24E-200,IPB24G-217,717.546
IPB24E-200,IPB24G-218,749.945
IPB24E-200,IPB24G-219,551.801
IPB24E-200,IPB24G-220,651.016
IPB24E-200,IPB24G-221,551.801
IPB24E-200,IPB24G-222,679.428
IPB24E-200,IPB24G-223,637.771
IPB24E-200,IPB24G-224,551.801
IPB24E-200,IPB24G-225,450.177
IPB24E-200,IPB24G-227,651.016
IPB24E-200,IPB24G-228,531.086
IPB24E-200,IPB24G-229,775.563
IPB24E-200,IPB24G-230,651.016
IPB24E-200,IPB24G-231,637.771
IPB24E-200,IPB24G-232,551.801
IPB24E-200,IPB24G-233,551.801
IPB24E-200,IPB24G-234,551.801
IPB24E-200,IPB24G-235,450.177
IPB24E-200,IPB24G-236,450.177
IPB24E-200,IPB24G-237,450.177
IPB24E-200,IPB24G-238,535.560
IPB24E-200,IPB24G-239,531.086
IPB24E-200,IPB24G-240,639.602
IPB24E-200,IPB24G-241,713.360
IPB24E-200,IPB24H-133,1426.071
IPB24E-200,IPB4B-13,1131.211
IPB24E-200,IPB4B-67,322.439
IPB24E-200,IPB4B-76,2.656
IPB24E-200,IPB4B-78,0.000
IPB24E-200,IPB4B-79,0.000
IPB24E-200,IPB4B-80,0.000
IPB24E-200,IPB6D-12,671.485
IPB24E-200,IPB6D-3,825.206
IPB24E-200,IPB6D-5,843.527
IPB24E-200,IPB6D-6,825.206
IPB24E-200,IPB6D-7,825.206
IPB24G-202,IPB24G-203,0.000
IPB24G-202,IPB24G-204,0.000
IPB24G-202,IPB24G-206,428.763
IPB24G-202,IPB24G-207,667.707
IPB24G-202,IPB24G-209,694.122
IPB24G-202,IPB24G-210,686.023
IPB24G-202,IPB24G-211,663.718
IPB24G-202,IPB24G-212,403.558
IPB24G-202,IPB24G-213,435.329
IPB24G-202,IPB24G-214,415.930
IPB24G-202,IPB24G-215,606.186
IPB24G-202,IPB24G-216,570.399
IPB24G-202,IPB24G-217,577.080
IPB24G-202,IPB24G-218,759.239
IPB24G-202,IPB24G-219,606.186
IPB24G-202,IPB24G-220,663.718
IPB24G-202,IPB24G-221,606.186
IPB24G-202,IPB24G-222,694.122
IPB24G-202,IPB24G-223,667.707
IPB24G-202,IPB24G-224,606.186
IPB24G-202,IPB24G-225,403.558
IPB24G-202,IPB24G-227,663.718
IPB24G-202,IPB24G-228,415.930
IPB24G-202,IPB24G-229,781.705
IPB24G-202,IPB24G-230,663.718
IPB24G-202,IPB24G-231,667.707
IPB24G-202,IPB24G-232,606.186
IPB24G-202,IPB24G-233,606.186
IPB24G-202,IPB24G-234,606.186
IPB24G-202,IPB24G-235,403.558
IPB24G-202,IPB24G-236,403.558
IPB24G-202,IPB24G-237,403.558
IPB24G-202,IPB24G-238,446.004
IPB24G-202,IPB24G-239,415.930
IPB24G-202,IPB24G-240,483.975
IPB24G-202,IPB24G-241,574.554
