Cluster_ID,host
Cluster11294,Nyctalus plancyi
Cluster11422,Nyctalus plancyi
Cluster11454,Nyctalus plancyi
Cluster11469,Nyctalus plancyi
Cluster11517,Nyctalus plancyi
Cluster11619,Nyctalus plancyi
Cluster11679,Nyctalus plancyi
Cluster11697,Nyctalus plancyi
Cluster11726,Nyctalus plancyi
Cluster11800,Nyctalus plancyi
Cluster11924,Nyctalus plancyi
Cluster11941,Nyctalus plancyi
Cluster11951,Nyctalus plancyi
Cluster12006,Nyctalus plancyi
Cluster12076,Nyctalus plancyi
Cluster12152,Nyctalus plancyi
Cluster12175,Nyctalus plancyi
Cluster12208,Nyctalus plancyi
Cluster12265,Nyctalus plancyi
Cluster12268,Nyctalus plancyi
Cluster12286,Nyctalus plancyi
Cluster12291,Nyctalus plancyi
Cluster12311,Nyctalus plancyi
Cluster12326,Nyctalus plancyi
Cluster12373,Nyctalus plancyi
Cluster12394,Nyctalus plancyi
Cluster12421,Nyctalus plancyi
Cluster12427,Nyctalus plancyi
Cluster12440,Nyctalus plancyi
Cluster12447,Nyctalus plancyi
Cluster12520,Nyctalus plancyi
Cluster12579,Nyctalus plancyi
Cluster12587,Nyctalus plancyi
Cluster12607,Nyctalus plancyi
Cluster12609,Nyctalus plancyi
Cluster12630,Nyctalus plancyi
Cluster12700,Nyctalus plancyi
Cluster12815,Nyctalus plancyi
Cluster12889,Nyctalus plancyi
Cluster12910,Nyctalus plancyi
Cluster12917,Nyctalus plancyi
Cluster12918,Nyctalus plancyi
Cluster68,Pipistrellus abramus
Cluster69,Pipistrellus abramus
Cluster70,Pipistrellus abramus
Cluster71,Pipistrellus abramus
Cluster72,Pipistrellus abramus
Cluster73,Pipistrellus abramus
Cluster74,Pipistrellus abramus
Cluster85,Pipistrellus abramus
Cluster89,Pipistrellus abramus
Cluster91,Pipistrellus abramus
Cluster113,Pipistrellus abramus
Cluster120,Pipistrellus abramus
Cluster122,Pipistrellus abramus
Cluster136,Pipistrellus abramus
Cluster191,Pipistrellus abramus
Cluster201,Pipistrellus abramus
Cluster209,Pipistrellus abramus
Cluster215,Pipistrellus abramus
Cluster216,Pipistrellus abramus
Cluster230,Pipistrellus abramus
Cluster255,Pipistrellus abramus
Cluster256,Pipistrellus abramus
Cluster257,Pipistrellus abramus
Cluster258,Pipistrellus abramus
Cluster267,Pipistrellus abramus
Cluster281,Pipistrellus abramus
Cluster287,Pipistrellus abramus
Cluster290,Pipistrellus abramus
Cluster291,Pipistrellus abramus
Cluster292,Pipistrellus abramus
Cluster295,Pipistrellus abramus
Cluster299,Pipistrellus abramus
Cluster302,Pipistrellus abramus
Cluster303,Pipistrellus abramus
Cluster306,Pipistrellus abramus
Cluster310,Pipistrellus abramus
Cluster311,Pipistrellus abramus
Cluster313,Pipistrellus abramus
Cluster314,Pipistrellus abramus
Cluster318,Pipistrellus abramus
Cluster323,Pipistrellus abramus
Cluster326,Pipistrellus abramus
Cluster328,Pipistrellus abramus
Cluster334,Pipistrellus abramus
Cluster340,Pipistrellus abramus
Cluster343,Pipistrellus abramus
Cluster351,Pipistrellus abramus
Cluster352,Pipistrellus abramus
Cluster354,Pipistrellus abramus
Cluster357,Pipistrellus abramus
Cluster362,Pipistrellus abramus
Cluster363,Pipistrellus abramus
Cluster365,Pipistrellus abramus
Cluster367,Pipistrellus abramus
Cluster368,Pipistrellus abramus
Cluster370,Pipistrellus abramus
Cluster373,Pipistrellus abramus
Cluster374,Pipistrellus abramus
Cluster384,Pipistrellus abramus
Cluster389,Pipistrellus abramus
Cluster391,Pipistrellus abramus
Cluster396,Pipistrellus abramus
Cluster401,Pipistrellus abramus
Cluster402,Pipistrellus abramus
Cluster405,Pipistrellus abramus
Cluster408,Pipistrellus abramus
Cluster410,Pipistrellus abramus
Cluster412,Pipistrellus abramus
Cluster418,Pipistrellus abramus
Cluster420,Pipistrellus abramus
Cluster426,Pipistrellus abramus
Cluster434,Pipistrellus abramus
Cluster436,Pipistrellus abramus
Cluster437,Pipistrellus abramus
Cluster440,Pipistrellus abramus
Cluster442,Pipistrellus abramus
Cluster443,Pipistrellus abramus
Cluster447,Pipistrellus abramus
Cluster448,Pipistrellus abramus
Cluster452,Pipistrellus abramus
Cluster457,Pipistrellus abramus
Cluster459,Pipistrellus abramus
Cluster469,Pipistrellus abramus
Cluster470,Pipistrellus abramus
Cluster471,Pipistrellus abramus
Cluster476,Pipistrellus abramus
Cluster479,Pipistrellus abramus
Cluster483,Pipistrellus abramus
Cluster484,Pipistrellus abramus
Cluster487,Pipistrellus abramus
Cluster499,Pipistrellus abramus
Cluster501,Pipistrellus abramus
Cluster520,Pipistrellus abramus
Cluster521,Pipistrellus abramus
Cluster522,Pipistrellus abramus
Cluster558,Pipistrellus abramus
Cluster564,Pipistrellus abramus
Cluster573,Pipistrellus abramus
Cluster576,Pipistrellus abramus
Cluster579,Pipistrellus abramus
Cluster602,Pipistrellus abramus
Cluster605,Pipistrellus abramus
Cluster607,Pipistrellus abramus
Cluster608,Pipistrellus abramus
Cluster616,Pipistrellus abramus
Cluster626,Pipistrellus abramus
Cluster639,Pipistrellus abramus
Cluster645,Pipistrellus abramus
Cluster649,Pipistrellus abramus
Cluster664,Pipistrellus abramus
Cluster665,Pipistrellus abramus
Cluster670,Pipistrellus abramus
Cluster686,Pipistrellus abramus
Cluster693,Pipistrellus abramus
Cluster694,Pipistrellus abramus
Cluster701,Pipistrellus abramus
Cluster705,Pipistrellus abramus
Cluster709,Pipistrellus abramus
Cluster713,Pipistrellus abramus
Cluster716,Pipistrellus abramus
Cluster717,Pipistrellus abramus
Cluster724,Pipistrellus abramus
Cluster725,Pipistrellus abramus
Cluster729,Pipistrellus abramus
Cluster739,Pipistrellus abramus
Cluster742,Pipistrellus abramus
Cluster746,Pipistrellus abramus
Cluster747,Pipistrellus abramus
Cluster780,Pipistrellus abramus
Cluster784,Pipistrellus abramus
Cluster787,Pipistrellus abramus
Cluster794,Pipistrellus abramus
Cluster799,Pipistrellus abramus
Cluster802,Pipistrellus abramus
Cluster804,Pipistrellus abramus
Cluster819,Pipistrellus abramus
Cluster820,Pipistrellus abramus
Cluster833,Pipistrellus abramus
Cluster838,Pipistrellus abramus
Cluster857,Pipistrellus abramus
Cluster858,Pipistrellus abramus
Cluster859,Pipistrellus abramus
Cluster865,Pipistrellus abramus
Cluster870,Pipistrellus abramus
Cluster883,Pipistrellus abramus
Cluster889,Pipistrellus abramus
Cluster891,Pipistrellus abramus
Cluster893,Pipistrellus abramus
Cluster895,Pipistrellus abramus
Cluster896,Pipistrellus abramus
Cluster898,Pipistrellus abramus
Cluster904,Pipistrellus abramus
Cluster906,Pipistrellus abramus
Cluster916,Pipistrellus abramus
Cluster933,Pipistrellus abramus
Cluster934,Pipistrellus abramus
Cluster937,Pipistrellus abramus
Cluster939,Pipistrellus abramus
Cluster945,Pipistrellus abramus
Cluster976,Pipistrellus abramus
Cluster977,Pipistrellus abramus
Cluster980,Pipistrellus abramus
Cluster984,Pipistrellus abramus
Cluster990,Pipistrellus abramus
Cluster992,Pipistrellus abramus
Cluster1001,Pipistrellus abramus
Cluster1004,Pipistrellus abramus
Cluster1007,Pipistrellus abramus
Cluster1012,Pipistrellus abramus
Cluster1014,Pipistrellus abramus
Cluster1019,Pipistrellus abramus
Cluster1020,Pipistrellus abramus
Cluster1024,Pipistrellus abramus
Cluster1026,Pipistrellus abramus
Cluster1033,Pipistrellus abramus
Cluster1037,Pipistrellus abramus
Cluster1039,Pipistrellus abramus
Cluster1041,Pipistrellus abramus
Cluster1051,Pipistrellus abramus
Cluster1054,Pipistrellus abramus
Cluster1061,Pipistrellus abramus
Cluster1062,Pipistrellus abramus
Cluster1067,Pipistrellus abramus
Cluster1068,Pipistrellus abramus
Cluster1070,Pipistrellus abramus
Cluster1072,Pipistrellus abramus
Cluster1087,Pipistrellus abramus
Cluster1088,Pipistrellus abramus
Cluster1094,Pipistrellus abramus
Cluster1097,Pipistrellus abramus
Cluster1099,Pipistrellus abramus
Cluster1100,Pipistrellus abramus
Cluster1106,Pipistrellus abramus
Cluster1112,Pipistrellus abramus
Cluster1117,Pipistrellus abramus
Cluster1118,Pipistrellus abramus
Cluster1119,Pipistrellus abramus
Cluster1126,Pipistrellus abramus
Cluster1128,Pipistrellus abramus
Cluster1129,Pipistrellus abramus
Cluster1131,Pipistrellus abramus
Cluster1142,Pipistrellus abramus
Cluster1143,Pipistrellus abramus
Cluster1150,Pipistrellus abramus
Cluster1158,Pipistrellus abramus
Cluster1163,Pipistrellus abramus
Cluster1169,Pipistrellus abramus
Cluster1176,Pipistrellus abramus
Cluster1192,Pipistrellus abramus
Cluster1195,Pipistrellus abramus
Cluster1198,Pipistrellus abramus
Cluster1206,Pipistrellus abramus
Cluster1214,Pipistrellus abramus
Cluster1217,Pipistrellus abramus
Cluster1221,Pipistrellus abramus
Cluster1225,Pipistrellus abramus
Cluster1229,Pipistrellus abramus
Cluster1230,Pipistrellus abramus
Cluster1239,Pipistrellus abramus
Cluster1243,Pipistrellus abramus
Cluster1246,Pipistrellus abramus
Cluster1247,Pipistrellus abramus
Cluster1250,Pipistrellus abramus
Cluster1252,Pipistrellus abramus
Cluster1253,Pipistrellus abramus
Cluster1259,Pipistrellus abramus
Cluster1260,Pipistrellus abramus
Cluster1264,Pipistrellus abramus
Cluster1265,Pipistrellus abramus
Cluster1274,Pipistrellus abramus
Cluster1289,Pipistrellus abramus
Cluster1290,Pipistrellus abramus
Cluster1294,Pipistrellus abramus
Cluster1302,Pipistrellus abramus
Cluster1303,Pipistrellus abramus
Cluster1308,Pipistrellus abramus
Cluster1309,Pipistrellus abramus
Cluster1313,Pipistrellus abramus
Cluster1331,Pipistrellus abramus
Cluster1337,Pipistrellus abramus
Cluster1344,Pipistrellus abramus
Cluster1355,Pipistrellus abramus
Cluster1358,Pipistrellus abramus
Cluster1362,Pipistrellus abramus
Cluster1363,Pipistrellus abramus
Cluster1366,Pipistrellus abramus
Cluster1368,Pipistrellus abramus
Cluster1376,Pipistrellus abramus
Cluster1408,Pipistrellus abramus
Cluster1413,Pipistrellus abramus
Cluster1416,Pipistrellus abramus
Cluster1417,Pipistrellus abramus
Cluster1431,Pipistrellus abramus
Cluster1434,Pipistrellus abramus
Cluster1438,Pipistrellus abramus
Cluster1443,Pipistrellus abramus
Cluster1456,Pipistrellus abramus
Cluster1471,Pipistrellus abramus
Cluster1476,Pipistrellus abramus
Cluster1480,Pipistrellus abramus
Cluster1485,Pipistrellus abramus
Cluster1486,Pipistrellus abramus
Cluster1489,Pipistrellus abramus
Cluster1492,Pipistrellus abramus
Cluster1498,Pipistrellus abramus
Cluster1506,Pipistrellus abramus
Cluster1509,Pipistrellus abramus
Cluster1512,Pipistrellus abramus
Cluster1525,Pipistrellus abramus
Cluster1528,Pipistrellus abramus
Cluster1543,Pipistrellus abramus
Cluster1544,Pipistrellus abramus
Cluster1550,Pipistrellus abramus
Cluster1558,Pipistrellus abramus
Cluster1569,Pipistrellus abramus
Cluster1578,Pipistrellus abramus
Cluster1582,Pipistrellus abramus
Cluster1598,Pipistrellus abramus
Cluster1609,Pipistrellus abramus
Cluster1614,Pipistrellus abramus
Cluster1620,Pipistrellus abramus
Cluster1631,Pipistrellus abramus
Cluster1634,Pipistrellus abramus
Cluster1644,Pipistrellus abramus
Cluster1650,Pipistrellus abramus
Cluster1651,Pipistrellus abramus
Cluster1653,Pipistrellus abramus
Cluster1661,Pipistrellus abramus
Cluster1662,Pipistrellus abramus
Cluster1681,Pipistrellus abramus
Cluster1684,Pipistrellus abramus
Cluster1690,Pipistrellus abramus
Cluster1691,Pipistrellus abramus
Cluster1693,Pipistrellus abramus
Cluster1736,Pipistrellus abramus
Cluster1741,Pipistrellus abramus
Cluster1748,Pipistrellus abramus
Cluster1749,Pipistrellus abramus
Cluster1751,Pipistrellus abramus
Cluster1762,Pipistrellus abramus
Cluster1780,Pipistrellus abramus
Cluster1786,Pipistrellus abramus
Cluster1787,Pipistrellus abramus
Cluster1794,Pipistrellus abramus
Cluster1797,Pipistrellus abramus
Cluster1808,Pipistrellus abramus
Cluster1815,Pipistrellus abramus
Cluster1830,Pipistrellus abramus
Cluster1835,Pipistrellus abramus
Cluster1842,Pipistrellus abramus
Cluster1850,Pipistrellus abramus
Cluster1856,Pipistrellus abramus
Cluster1857,Pipistrellus abramus
Cluster1862,Pipistrellus abramus
Cluster1885,Pipistrellus abramus
Cluster1888,Pipistrellus abramus
Cluster1894,Pipistrellus abramus
Cluster1901,Pipistrellus abramus
Cluster1906,Pipistrellus abramus
Cluster1907,Pipistrellus abramus
Cluster1922,Pipistrellus abramus
Cluster1926,Pipistrellus abramus
Cluster1930,Pipistrellus abramus
Cluster1934,Pipistrellus abramus
Cluster1937,Pipistrellus abramus
Cluster1940,Pipistrellus abramus
Cluster1979,Pipistrellus abramus
Cluster1987,Pipistrellus abramus
Cluster1989,Pipistrellus abramus
Cluster1991,Pipistrellus abramus
Cluster1995,Pipistrellus abramus
Cluster1998,Pipistrellus abramus
Cluster2002,Pipistrellus abramus
Cluster2004,Pipistrellus abramus
Cluster2018,Pipistrellus abramus
Cluster2033,Pipistrellus abramus
Cluster2034,Pipistrellus abramus
Cluster2045,Pipistrellus abramus
Cluster2046,Pipistrellus abramus
Cluster2061,Pipistrellus abramus
Cluster2079,Pipistrellus abramus
Cluster2081,Pipistrellus abramus
Cluster2092,Pipistrellus abramus
Cluster2095,Pipistrellus abramus
Cluster2096,Pipistrellus abramus
Cluster2097,Pipistrellus abramus
Cluster2100,Pipistrellus abramus
Cluster2117,Pipistrellus abramus
Cluster2121,Pipistrellus abramus
Cluster2127,Pipistrellus abramus
Cluster2136,Pipistrellus abramus
Cluster2143,Pipistrellus abramus
Cluster2151,Pipistrellus abramus
Cluster2153,Pipistrellus abramus
Cluster2161,Pipistrellus abramus
Cluster2165,Pipistrellus abramus
Cluster2168,Pipistrellus abramus
Cluster2170,Pipistrellus abramus
Cluster2172,Pipistrellus abramus
Cluster2175,Pipistrellus abramus
Cluster2180,Pipistrellus abramus
Cluster2181,Pipistrellus abramus
Cluster2184,Pipistrellus abramus
Cluster2186,Pipistrellus abramus
Cluster2189,Pipistrellus abramus
Cluster2190,Pipistrellus abramus
Cluster2193,Pipistrellus abramus
Cluster2198,Pipistrellus abramus
Cluster2200,Pipistrellus abramus
Cluster2206,Pipistrellus abramus
Cluster2217,Pipistrellus abramus
Cluster2218,Pipistrellus abramus
Cluster2224,Pipistrellus abramus
Cluster2228,Pipistrellus abramus
Cluster2229,Pipistrellus abramus
Cluster2240,Pipistrellus abramus
Cluster2242,Pipistrellus abramus
Cluster2248,Pipistrellus abramus
Cluster2250,Pipistrellus abramus
Cluster2254,Pipistrellus abramus
Cluster2256,Pipistrellus abramus
Cluster2267,Pipistrellus abramus
Cluster2269,Pipistrellus abramus
Cluster2275,Pipistrellus abramus
Cluster2279,Pipistrellus abramus
Cluster2305,Pipistrellus abramus
Cluster2309,Pipistrellus abramus
Cluster2312,Pipistrellus abramus
Cluster2314,Pipistrellus abramus
Cluster2316,Pipistrellus abramus
Cluster2325,Pipistrellus abramus
Cluster2332,Pipistrellus abramus
Cluster2337,Pipistrellus abramus
Cluster2338,Pipistrellus abramus
Cluster2351,Pipistrellus abramus
Cluster2356,Pipistrellus abramus
Cluster2372,Pipistrellus abramus
Cluster2376,Pipistrellus abramus
Cluster2389,Pipistrellus abramus
Cluster2390,Pipistrellus abramus
Cluster2392,Pipistrellus abramus
Cluster2404,Pipistrellus abramus
Cluster2406,Pipistrellus abramus
Cluster2416,Pipistrellus abramus
Cluster2419,Pipistrellus abramus
Cluster2422,Pipistrellus abramus
Cluster2430,Pipistrellus abramus
Cluster2462,Pipistrellus abramus
Cluster2479,Pipistrellus abramus
Cluster2491,Pipistrellus abramus
Cluster2503,Pipistrellus abramus
Cluster2506,Pipistrellus abramus
Cluster2517,Pipistrellus abramus
Cluster2526,Pipistrellus abramus
Cluster2534,Pipistrellus abramus
Cluster2551,Pipistrellus abramus
Cluster2553,Pipistrellus abramus
Cluster2556,Pipistrellus abramus
Cluster2563,Pipistrellus abramus
Cluster2567,Pipistrellus abramus
Cluster2569,Pipistrellus abramus
Cluster2579,Pipistrellus abramus
Cluster2582,Pipistrellus abramus
Cluster2587,Pipistrellus abramus
Cluster2602,Pipistrellus abramus
Cluster2604,Pipistrellus abramus
Cluster2615,Pipistrellus abramus
Cluster2632,Pipistrellus abramus
Cluster2639,Pipistrellus abramus
Cluster2640,Pipistrellus abramus
Cluster2645,Pipistrellus abramus
Cluster2646,Pipistrellus abramus
Cluster2663,Pipistrellus abramus
Cluster2671,Pipistrellus abramus
Cluster2692,Pipistrellus abramus
Cluster2704,Pipistrellus abramus
Cluster2708,Pipistrellus abramus
Cluster2709,Pipistrellus abramus
Cluster2724,Pipistrellus abramus
Cluster2730,Pipistrellus abramus
Cluster2737,Pipistrellus abramus
Cluster2751,Pipistrellus abramus
Cluster2755,Pipistrellus abramus
Cluster2776,Pipistrellus abramus
Cluster2786,Pipistrellus abramus
Cluster2804,Pipistrellus abramus
Cluster2807,Pipistrellus abramus
Cluster2813,Pipistrellus abramus
Cluster2838,Pipistrellus abramus
Cluster2840,Pipistrellus abramus
Cluster2841,Pipistrellus abramus
Cluster2848,Pipistrellus abramus
Cluster2868,Pipistrellus abramus
Cluster2880,Pipistrellus abramus
Cluster2882,Pipistrellus abramus
Cluster2895,Pipistrellus abramus
Cluster2898,Pipistrellus abramus
Cluster2904,Pipistrellus abramus
Cluster2906,Pipistrellus abramus
Cluster2907,Pipistrellus abramus
Cluster2928,Pipistrellus abramus
Cluster2929,Pipistrellus abramus
Cluster2933,Pipistrellus abramus
Cluster2935,Pipistrellus abramus
Cluster2937,Pipistrellus abramus
Cluster2939,Pipistrellus abramus
Cluster2940,Pipistrellus abramus
Cluster2953,Pipistrellus abramus
Cluster2957,Pipistrellus abramus
Cluster2979,Pipistrellus abramus
Cluster2985,Pipistrellus abramus
Cluster2989,Pipistrellus abramus
Cluster3017,Pipistrellus abramus
Cluster3018,Pipistrellus abramus
Cluster3035,Pipistrellus abramus
Cluster3038,Pipistrellus abramus
Cluster3040,Pipistrellus abramus
Cluster3050,Pipistrellus abramus
Cluster3058,Pipistrellus abramus
Cluster3059,Pipistrellus abramus
Cluster3067,Pipistrellus abramus
Cluster3072,Pipistrellus abramus
Cluster3073,Pipistrellus abramus
Cluster3079,Pipistrellus abramus
Cluster3080,Pipistrellus abramus
Cluster3083,Pipistrellus abramus
Cluster3086,Pipistrellus abramus
Cluster3090,Pipistrellus abramus
Cluster3109,Pipistrellus abramus
Cluster3113,Pipistrellus abramus
Cluster3120,Pipistrellus abramus
Cluster3128,Pipistrellus abramus
Cluster3142,Pipistrellus abramus
Cluster3144,Pipistrellus abramus
Cluster3154,Pipistrellus abramus
Cluster3161,Pipistrellus abramus
Cluster3163,Pipistrellus abramus
Cluster3169,Pipistrellus abramus
Cluster3172,Pipistrellus abramus
Cluster3173,Pipistrellus abramus
Cluster3178,Pipistrellus abramus
Cluster3186,Pipistrellus abramus
Cluster3189,Pipistrellus abramus
Cluster3192,Pipistrellus abramus
Cluster3195,Pipistrellus abramus
Cluster3200,Pipistrellus abramus
Cluster3210,Pipistrellus abramus
Cluster3221,Pipistrellus abramus
Cluster3223,Pipistrellus abramus
Cluster3242,Pipistrellus abramus
Cluster3247,Pipistrellus abramus
Cluster3252,Pipistrellus abramus
Cluster3253,Pipistrellus abramus
Cluster3259,Pipistrellus abramus
Cluster3267,Pipistrellus abramus
Cluster3272,Pipistrellus abramus
Cluster3287,Pipistrellus abramus
Cluster3293,Pipistrellus abramus
Cluster3300,Pipistrellus abramus
Cluster3314,Pipistrellus abramus
Cluster3322,Pipistrellus abramus
Cluster3327,Pipistrellus abramus
Cluster3331,Pipistrellus abramus
Cluster3338,Pipistrellus abramus
Cluster3344,Pipistrellus abramus
Cluster3346,Pipistrellus abramus
Cluster3349,Pipistrellus abramus
Cluster3350,Pipistrellus abramus
Cluster3381,Pipistrellus abramus
Cluster3408,Pipistrellus abramus
Cluster3422,Pipistrellus abramus
Cluster3431,Pipistrellus abramus
Cluster3436,Pipistrellus abramus
Cluster3443,Pipistrellus abramus
Cluster3445,Pipistrellus abramus
Cluster3449,Pipistrellus abramus
Cluster3458,Pipistrellus abramus
Cluster3462,Pipistrellus abramus
Cluster3465,Pipistrellus abramus
Cluster3467,Pipistrellus abramus
Cluster3468,Pipistrellus abramus
Cluster3474,Pipistrellus abramus
Cluster3490,Pipistrellus abramus
Cluster3493,Pipistrellus abramus
Cluster3506,Pipistrellus abramus
Cluster3507,Pipistrellus abramus
Cluster3511,Pipistrellus abramus
Cluster3529,Pipistrellus abramus
Cluster3534,Pipistrellus abramus
Cluster3539,Pipistrellus abramus
Cluster3566,Pipistrellus abramus
Cluster3578,Pipistrellus abramus
Cluster3588,Pipistrellus abramus
Cluster3591,Pipistrellus abramus
Cluster3595,Pipistrellus abramus
Cluster3598,Pipistrellus abramus
Cluster3605,Pipistrellus abramus
Cluster3607,Pipistrellus abramus
Cluster3636,Pipistrellus abramus
Cluster3652,Pipistrellus abramus
Cluster3657,Pipistrellus abramus
Cluster3663,Pipistrellus abramus
Cluster3665,Pipistrellus abramus
Cluster3666,Pipistrellus abramus
Cluster3669,Pipistrellus abramus
Cluster3670,Pipistrellus abramus
Cluster3689,Pipistrellus abramus
Cluster3691,Pipistrellus abramus
Cluster3693,Pipistrellus abramus
Cluster3694,Pipistrellus abramus
Cluster3701,Pipistrellus abramus
Cluster3702,Pipistrellus abramus
Cluster3720,Pipistrellus abramus
Cluster3771,Pipistrellus abramus
Cluster3775,Pipistrellus abramus
Cluster3788,Pipistrellus abramus
Cluster3792,Pipistrellus abramus
Cluster3804,Pipistrellus abramus
Cluster3814,Pipistrellus abramus
Cluster3815,Pipistrellus abramus
Cluster3817,Pipistrellus abramus
Cluster3818,Pipistrellus abramus
Cluster3822,Pipistrellus abramus
Cluster3834,Pipistrellus abramus
Cluster3836,Pipistrellus abramus
Cluster3841,Pipistrellus abramus
Cluster3843,Pipistrellus abramus
Cluster3857,Pipistrellus abramus
Cluster3860,Pipistrellus abramus
Cluster3863,Pipistrellus abramus
Cluster3869,Pipistrellus abramus
Cluster3876,Pipistrellus abramus
Cluster3881,Pipistrellus abramus
Cluster3897,Pipistrellus abramus
Cluster3908,Pipistrellus abramus
Cluster3912,Pipistrellus abramus
Cluster3915,Pipistrellus abramus
Cluster3918,Pipistrellus abramus
Cluster3920,Pipistrellus abramus
Cluster3921,Pipistrellus abramus
Cluster3932,Pipistrellus abramus
Cluster3950,Pipistrellus abramus
Cluster3955,Pipistrellus abramus
Cluster3963,Pipistrellus abramus
Cluster3965,Pipistrellus abramus
Cluster3969,Pipistrellus abramus
Cluster3972,Pipistrellus abramus
Cluster3975,Pipistrellus abramus
Cluster3989,Pipistrellus abramus
Cluster4009,Pipistrellus abramus
Cluster4011,Pipistrellus abramus
Cluster4016,Pipistrellus abramus
Cluster4021,Pipistrellus abramus
Cluster4029,Pipistrellus abramus
Cluster4030,Pipistrellus abramus
