gbifID,Province_standard,Species,Genus,Family,decimalLongitude,decimalLatitude,Province_assignment_method,basisOfRecord,coordinateUncertaintyInMeters
859439790,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439786,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439784,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439780,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439779,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439775,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439774,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439770,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439766,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439765,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439761,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439756,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439751,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439739,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439734,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439729,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439724,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439718,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439713,Sichuan,Rhinolophus cornutus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439708,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439703,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439545,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859439540,Sichuan,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859436697,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859436602,Fujian,Pipistrellus abramus,Pipistrellus,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859436597,Fujian,Pipistrellus tenuis,Pipistrellus,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859436531,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433994,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433989,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433985,Fujian,Myotis frater,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433984,Fujian,Miniopterus fuliginosus,Miniopterus,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433981,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433980,Fujian,Rhinolophus cornutus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433979,Fujian,Rhinolophus perniger,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433976,Fujian,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433975,Fujian,Pipistrellus abramus,Pipistrellus,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433974,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433971,Fujian,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433970,Fujian,Myotis frater,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433969,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433966,Fujian,Rhinolophus cornutus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433965,Fujian,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433964,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433961,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433960,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433959,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433956,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433950,Fujian,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433945,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433940,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433935,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433929,Fujian,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
859433925,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433923,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433920,Fujian,Myotis sowerbyi,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
859433855,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433791,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433788,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433786,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433785,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
859433783,Fujian,Hipposideros pratti,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
